"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bits","Param: padding","Param: scenario","Param: seed","Param: size"
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-icache-load-misses","avgt",1,1,94519.028571,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-load-misses","avgt",1,1,13341.700000,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-loads","avgt",1,1,52105.457143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-store-misses","avgt",1,1,992.057143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-stores","avgt",1,1,3269.428571,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branch-misses","avgt",1,1,5647295.657143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branches","avgt",1,1,65442056.228571,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:cycles","avgt",1,1,188837721.814286,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-load-misses","avgt",1,1,3507.685714,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-loads","avgt",1,1,61591174.857143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-store-misses","avgt",1,1,676.557143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-stores","avgt",1,1,13974945.957143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-load-misses","avgt",1,1,297.257143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-loads","avgt",1,1,374.357143,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:instructions","avgt",1,1,250857144.985714,NaN,"#/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate","avgt",1,5,0.000279,0.000036,"MB/sec",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate.norm","avgt",1,5,31.885714,3.936138,"B/op",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.count","avgt",1,5,0.000000,NaN,"counts",17,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort","avgt",1,5,86927.073250,1408.300902,"us/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:CPI","avgt",1,1,0.658214,NaN,"clks/insn",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:IPC","avgt",1,1,1.519262,NaN,"insns/clk",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-load-misses","avgt",1,1,805140.466667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-loads","avgt",1,1,88582889.633333,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-stores","avgt",1,1,22098324.816667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-icache-load-misses","avgt",1,1,70288.833333,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-load-misses","avgt",1,1,11296.533333,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-loads","avgt",1,1,41439.216667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-store-misses","avgt",1,1,8100.866667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-stores","avgt",1,1,60342.650000,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branch-misses","avgt",1,1,6359715.716667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branches","avgt",1,1,82096780.266667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:cycles","avgt",1,1,225322048.450000,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-load-misses","avgt",1,1,2176.900000,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-loads","avgt",1,1,86899045.016667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-store-misses","avgt",1,1,779.416667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-stores","avgt",1,1,21779789.250000,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-load-misses","avgt",1,1,911.033333,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-loads","avgt",1,1,2840.533333,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:instructions","avgt",1,1,342323309.616667,NaN,"#/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate","avgt",1,5,0.000274,0.000033,"MB/sec",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate.norm","avgt",1,5,37.200000,4.592161,"B/op",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.count","avgt",1,5,0.000000,NaN,"counts",23,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort","avgt",1,5,444.112073,9.087675,"us/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:CPI","avgt",1,1,0.408190,NaN,"clks/insn",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:IPC","avgt",1,1,2.449839,NaN,"insns/clk",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-load-misses","avgt",1,1,188735.336978,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-loads","avgt",1,1,1754873.427270,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-stores","avgt",1,1,127042.875746,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-icache-load-misses","avgt",1,1,660.619450,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-load-misses","avgt",1,1,14220.629722,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-loads","avgt",1,1,40516.996190,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-store-misses","avgt",1,1,10004.858184,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-stores","avgt",1,1,50890.188204,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branch-misses","avgt",1,1,125.394632,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branches","avgt",1,1,1187670.106196,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:cycles","avgt",1,1,2144515.274851,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-load-misses","avgt",1,1,1398.875414,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-loads","avgt",1,1,1755247.843605,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-store-misses","avgt",1,1,550.182406,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-stores","avgt",1,1,126044.294069,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-load-misses","avgt",1,1,6.350398,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-loads","avgt",1,1,16.422300,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:instructions","avgt",1,1,5253717.650265,NaN,"#/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate","avgt",1,5,0.000287,0.000043,"MB/sec",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate.norm","avgt",1,5,0.375098,0.056783,"B/op",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.count","avgt",1,5,0.000000,NaN,"counts",23,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort","avgt",1,5,1188.368181,16.206369,"us/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:CPI","avgt",1,1,0.318148,NaN,"clks/insn",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:IPC","avgt",1,1,3.143192,NaN,"insns/clk",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-load-misses","avgt",1,1,249822.803733,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-loads","avgt",1,1,3995974.652566,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-stores","avgt",1,1,1121474.570140,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-icache-load-misses","avgt",1,1,1871.913841,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-load-misses","avgt",1,1,15196.810886,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-loads","avgt",1,1,41583.549300,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-store-misses","avgt",1,1,4884.505132,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-stores","avgt",1,1,47942.188491,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branch-misses","avgt",1,1,443.743079,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branches","avgt",1,1,2311760.862830,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:cycles","avgt",1,1,4015441.708554,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-load-misses","avgt",1,1,1019.568585,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-loads","avgt",1,1,4007098.820218,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-store-misses","avgt",1,1,233.976050,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-stores","avgt",1,1,1125507.414930,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-load-misses","avgt",1,1,14.172628,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-loads","avgt",1,1,15.826750,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:instructions","avgt",1,1,12621302.257854,NaN,"#/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate","avgt",1,5,0.000297,0.000158,"MB/sec",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate.norm","avgt",1,5,0.729227,0.391503,"B/op",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.count","avgt",1,5,0.000000,NaN,"counts",23,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort","avgt",1,5,13157.884280,214.236058,"us/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:CPI","avgt",1,1,0.229007,NaN,"clks/insn",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:IPC","avgt",1,1,4.366680,NaN,"insns/clk",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-load-misses","avgt",1,1,1262454.839237,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-loads","avgt",1,1,27397234.147139,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-stores","avgt",1,1,11410069.346049,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-icache-load-misses","avgt",1,1,13588.591281,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-load-misses","avgt",1,1,27468.389646,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-loads","avgt",1,1,69482.370572,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-store-misses","avgt",1,1,77382.460490,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-stores","avgt",1,1,159601.920981,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branch-misses","avgt",1,1,17451.844687,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branches","avgt",1,1,42002073.806540,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:cycles","avgt",1,1,35671518.730245,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-load-misses","avgt",1,1,3212.245232,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-loads","avgt",1,1,26979432.779292,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-store-misses","avgt",1,1,2304.002725,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-stores","avgt",1,1,11423157.648501,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-load-misses","avgt",1,1,214.160763,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-loads","avgt",1,1,826.836512,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:instructions","avgt",1,1,155766112.261580,NaN,"#/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate","avgt",1,5,186.293293,4.233506,"MB/sec",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate.norm","avgt",1,5,4030306.624806,736.601096,"B/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.churn.Eden_Space","avgt",1,5,192.429557,92.862796,"MB/sec",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.churn.Eden_Space.norm","avgt",1,5,4162303.125361,1976063.816965,"B/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.churn.Survivor_Space","avgt",1,5,0.002559,0.003549,"MB/sec",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.churn.Survivor_Space.norm","avgt",1,5,55.454128,77.884891,"B/op",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.count","avgt",1,5,22.000000,NaN,"counts",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.time","avgt",1,5,5.000000,NaN,"ms",23,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort","avgt",1,5,46322.197555,439.875429,"us/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:CPI","avgt",1,1,0.816956,NaN,"clks/insn",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:IPC","avgt",1,1,1.224056,NaN,"insns/clk",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-load-misses","avgt",1,1,1126185.781818,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-loads","avgt",1,1,23459707.072727,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-dcache-stores","avgt",1,1,7742294.654545,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:L1-icache-load-misses","avgt",1,1,41178.772727,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-load-misses","avgt",1,1,17413.190909,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-loads","avgt",1,1,48239.981818,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-store-misses","avgt",1,1,69781.936364,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:LLC-stores","avgt",1,1,138270.600000,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branch-misses","avgt",1,1,3384432.845455,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:branches","avgt",1,1,43140473.936364,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:cycles","avgt",1,1,121947618.390909,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-load-misses","avgt",1,1,3958.309091,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-loads","avgt",1,1,23164067.281818,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-store-misses","avgt",1,1,3493.490909,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:dTLB-stores","avgt",1,1,7700789.509091,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-load-misses","avgt",1,1,530.809091,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:iTLB-loads","avgt",1,1,2142.063636,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:instructions","avgt",1,1,149270734.436364,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate","avgt",1,5,54.642830,0.323415,"MB/sec",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.alloc.rate.norm","avgt",1,5,4005839.563636,2531.170522,"B/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.churn.Eden_Space","avgt",1,5,60.306119,90.514060,"MB/sec",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.churn.Eden_Space.norm","avgt",1,5,4422121.309091,6651084.449420,"B/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.count","avgt",1,5,7.000000,NaN,"counts",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:·gc.time","avgt",1,5,3.000000,NaN,"ms",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort","avgt",1,5,57067.651011,157.466348,"us/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:CPI","avgt",1,1,0.447297,NaN,"clks/insn",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.arraysSort:IPC","avgt",1,1,2.235649,NaN,"insns/clk",23,7,ALMOST_SORTED,0,1000000
